"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2008","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,094",""
"2008","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","49,099",""
"2008","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,021",""
"2008","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,557",""
"2008","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,464",""
"2008","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","66,172",""
"2008","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,537",""
"2008","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","35,635",""
"2008","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","28,976",""
"2008","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","17,418",""
"2008","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,558",""
"2008","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","85,140",""
"2008","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","45,206",""
"2008","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","39,934",""
"2008","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,717",""
"2008","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,867",""
"2008","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,850",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","550,282",""
"2008","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","304,855",""
"2008","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","245,427",""
"2008","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,110",""
"2008","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,718",""
"2008","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,392",""
"2008","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","33,496",""
"2008","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,283",""
"2008","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,213",""
"2008","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","173,731",""
"2008","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","85,837",""
"2008","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","87,894",""
"2008","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","511,693",""
"2008","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","263,467",""
"2008","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","248,226",""
"2008","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","35,369",""
"2008","Croatia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","19,555",""
"2008","Croatia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,814",""
"2008","Italy","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","381,106",""
"2008","Italy","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","218,909",""
"2008","Italy","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","162,197",""
"2008","Cyprus","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,245",""
"2008","Cyprus","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,041",""
"2008","Cyprus","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","204",""
"2008","Latvia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,088",""
"2008","Latvia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,186",""
"2008","Latvia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,902",""
"2008","Lithuania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,019",""
"2008","Lithuania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,357",""
"2008","Lithuania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,662",""
"2008","Luxembourg","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,542",""
"2008","Luxembourg","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,278",""
"2008","Luxembourg","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,264",""
"2008","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","20,598",""
"2008","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,442",""
"2008","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,156",""
"2008","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,899",""
"2008","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,304",""
"2008","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","595",""
"2008","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","139,400",""
"2008","Netherlands","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","70,212",""
"2008","Netherlands","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","69,188",""
"2008","Austria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","75,738",""
"2008","Austria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,694",""
"2008","Austria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,044",""
"2008","Poland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","190,888",""
"2008","Poland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","119,215",""
"2008","Poland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","71,673",""
"2008","Portugal","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,902",""
"2008","Portugal","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,768",""
"2008","Portugal","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,134",""
"2008","Romania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","239,903",""
"2008","Romania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","138,269",""
"2008","Romania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","101,634",""
"2008","Slovenia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,883",""
"2008","Slovenia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,010",""
"2008","Slovenia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,873",""
"2008","Slovakia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","54,202",""
"2008","Slovakia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","28,618",""
"2008","Slovakia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,584",""
"2008","Finland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","57,457",""
"2008","Finland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","27,118",""
"2008","Finland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,339",""
"2008","Sweden","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","52,288",""
"2008","Sweden","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","28,452",""
"2008","Sweden","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,836",""
"2008","United Kingdom","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","163,848",""
"2008","United Kingdom","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","80,492",""
"2008","United Kingdom","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","83,356",""
"2008","Iceland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,540",""
"2008","Iceland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,300",""
"2008","Iceland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,240",""
"2008","Liechtenstein","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","n"
"2008","Liechtenstein","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","n"
"2008","Liechtenstein","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","n"
"2008","Norway","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,437",""
"2008","Norway","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,575",""
"2008","Norway","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","10,862",""
"2008","Switzerland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","63,488",""
"2008","Switzerland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","35,228",""
"2008","Switzerland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","28,260",""
"2008","Former Yugoslav Republic of Macedonia, the","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,583",""
"2008","Former Yugoslav Republic of Macedonia, the","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,079",""
"2008","Former Yugoslav Republic of Macedonia, the","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,504",""
"2008","Albania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Albania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Albania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2008","Turkey","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","108,235",""
"2008","Turkey","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","66,528",""
"2008","Turkey","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","41,707",""
"2008","United States","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2008","United States","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2008","United States","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2008","Japan","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","286,127",""
"2008","Japan","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","162,740",""
"2008","Japan","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","123,387",""
"2009","European Union (current composition)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,725,343","e"
"2009","European Union (current composition)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,482,354","e"
"2009","European Union (current composition)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,242,989","e"
"2009","European Union (before the accession of Croatia)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,677,325","e"
"2009","European Union (before the accession of Croatia)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,458,399","e"
"2009","European Union (before the accession of Croatia)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,218,926","e"
"2009","Euro area (18 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,035,208","e"
"2009","Euro area (18 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,084,613","e"
"2009","Euro area (18 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","950,595","e"
"2009","Euro area (17 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,028,132","e"
"2009","Euro area (17 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,080,416","e"
"2009","Euro area (17 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","947,716","e"
"2009","Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","93,291",""
"2009","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,150",""
"2009","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","50,141",""
"2009","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,225",""
"2009","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","18,481",""
"2009","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,744",""
"2009","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","80,892",""
"2009","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,742",""
"2009","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","38,150",""
"2009","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,010",""
"2009","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,156",""
"2009","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,854",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","441,522",""
"2009","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","251,252",""
"2009","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","190,270",""
"2009","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,218",""
"2009","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,834",""
"2009","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,384",""
"2009","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","36,954",""
"2009","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,049",""
"2009","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","22,905",""
"2009","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","185,076",""
"2009","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","92,866",""
"2009","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","92,210",""
"2009","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","516,663",""
"2009","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","266,492",""
"2009","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","250,171",""
"2009","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","48,018",""
"2009","Croatia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,955",""
"2009","Croatia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,063",""
"2009","Italy","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","354,983",""
"2009","Italy","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","204,049",""
"2009","Italy","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","150,934",""
"2009","Cyprus","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,165",""
"2009","Cyprus","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","984",""
"2009","Cyprus","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","181",""
"2009","Latvia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,076",""
"2009","Latvia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,197",""
"2009","Latvia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,879",""
"2009","Lithuania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,060",""
"2009","Lithuania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,414",""
"2009","Lithuania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,646",""
"2009","Luxembourg","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,527",""
"2009","Luxembourg","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,321",""
"2009","Luxembourg","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,206",""
"2009","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","20,771",""
"2009","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,779",""
"2009","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,992",""
"2009","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,382",""
"2009","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","795",""
"2009","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","587",""
"2009","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","145,322",""
"2009","Netherlands","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","73,743",""
"2009","Netherlands","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","71,579",""
"2009","Austria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","75,407",""
"2009","Austria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,786",""
"2009","Austria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,622",""
"2009","Poland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","200,576",""
"2009","Poland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","125,817",""
"2009","Poland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","74,759",""
"2009","Portugal","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","39,770",""
"2009","Portugal","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","18,724",""
"2009","Portugal","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,046",""
"2009","Romania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","213,751",""
"2009","Romania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","124,047",""
"2009","Romania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","89,704",""
"2009","Slovenia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,487",""
"2009","Slovenia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,979",""
"2009","Slovenia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,508",""
"2009","Slovakia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","51,835",""
"2009","Slovakia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","27,428",""
"2009","Slovakia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,407",""
"2009","Finland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","61,530",""
"2009","Finland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,965",""
"2009","Finland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,565",""
"2009","Sweden","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","55,832",""
"2009","Sweden","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,350",""
"2009","Sweden","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,482",""
"2009","United Kingdom","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","United Kingdom","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","United Kingdom","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Iceland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,551",""
"2009","Iceland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,432",""
"2009","Iceland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,119",""
"2009","Liechtenstein","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","Liechtenstein","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","Liechtenstein","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","Norway","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,331",""
"2009","Norway","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,941",""
"2009","Norway","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,390",""
"2009","Switzerland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","65,362",""
"2009","Switzerland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","35,748",""
"2009","Switzerland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,614",""
"2009","Former Yugoslav Republic of Macedonia, the","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,323",""
"2009","Former Yugoslav Republic of Macedonia, the","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,093",""
"2009","Former Yugoslav Republic of Macedonia, the","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,230",""
"2009","Albania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Albania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Albania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2009","Turkey","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","182,450",""
"2009","Turkey","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","95,637",""
"2009","Turkey","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","86,813",""
"2009","United States","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","United States","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","United States","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2009","Japan","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","279,434",""
"2009","Japan","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","157,622",""
"2009","Japan","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","121,812",""
"2010","European Union (current composition)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,763,030","e"
"2010","European Union (current composition)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,496,726","e"
"2010","European Union (current composition)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,266,304","e"
"2010","European Union (before the accession of Croatia)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,715,951","e"
"2010","European Union (before the accession of Croatia)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,472,926","e"
"2010","European Union (before the accession of Croatia)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,243,025","e"
"2010","Euro area (18 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,077,279","e"
"2010","Euro area (18 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,095,284","e"
"2010","Euro area (18 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","981,995","e"
"2010","Euro area (17 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,069,597","e"
