"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2010","Euro area (17 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,090,824","e"
"2010","Euro area (17 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","978,773","e"
"2010","Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","94,322",""
"2010","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","43,642",""
"2010","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","50,680",""
"2010","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,736",""
"2010","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,911",""
"2010","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,825",""
"2010","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","68,586",""
"2010","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,731",""
"2010","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","36,855",""
"2010","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","29,069",""
"2010","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","17,597",""
"2010","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,472",""
"2010","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","74,754",""
"2010","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","39,901",""
"2010","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","34,853",""
"2010","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,590",""
"2010","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,825",""
"2010","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,765",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","456,017",""
"2010","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","258,376",""
"2010","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","197,641",""
"2010","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,858",""
"2010","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,455",""
"2010","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,403",""
"2010","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","40,203",""
"2010","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,408",""
"2010","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,795",""
"2010","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","191,644",""
"2010","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","98,971",""
"2010","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","92,673",""
"2010","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","527,075",""
"2010","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","266,155",""
"2010","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","260,920",""
"2010","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","47,079",""
